date,mandi,variety,modal_price
2025-04-24,Jagdalpur,Common,2191
2025-04-25,Jagdalpur,Common,2215
2025-04-26,Jagdalpur,Common,2246
2025-04-27,Jagdalpur,Common,2238
2025-04-28,Jagdalpur,Common,2234
2025-04-29,Jagdalpur,Common,2241
2025-04-30,Jagdalpur,Common,2229
2025-05-01,Jagdalpur,Common,2199
2025-05-02,Jagdalpur,Common,2204
2025-05-03,Jagdalpur,Common,2201
2025-05-04,Jagdalpur,Common,2223
2025-05-05,Jagdalpur,Common,2200
2025-05-06,Jagdalpur,Common,2201
2025-05-07,Jagdalpur,Common,2184
2025-05-08,Jagdalpur,Common,2163
2025-05-09,Jagdalpur,Common,2149
2025-05-10,Jagdalpur,Common,2145
2025-05-11,Jagdalpur,Common,2122
2025-05-12,Jagdalpur,Common,2126
2025-05-13,Jagdalpur,Common,2152
2025-05-14,Jagdalpur,Common,2150
2025-05-15,Jagdalpur,Common,2148
2025-05-16,Jagdalpur,Common,2153
2025-05-17,Jagdalpur,Common,2143
2025-05-18,Jagdalpur,Common,2121
2025-05-19,Jagdalpur,Common,2113
2025-05-20,Jagdalpur,Common,2118
2025-05-21,Jagdalpur,Common,2137
2025-05-22,Jagdalpur,Common,2140
2025-05-23,Jagdalpur,Common,2140
2025-05-24,Jagdalpur,Common,2121
2025-05-25,Jagdalpur,Common,2134
2025-05-26,Jagdalpur,Common,2132
2025-05-27,Jagdalpur,Common,2154
2025-05-28,Jagdalpur,Common,2178
2025-05-29,Jagdalpur,Common,2178
2025-05-30,Jagdalpur,Common,2154
2025-05-31,Jagdalpur,Common,2197
2025-06-01,Jagdalpur,Common,2170
2025-06-02,Jagdalpur,Common,2184
2025-06-03,Jagdalpur,Common,2177
2025-06-04,Jagdalpur,Common,2180
2025-06-05,Jagdalpur,Common,2176
2025-06-06,Jagdalpur,Common,2179
2025-06-07,Jagdalpur,Common,2188
2025-06-08,Jagdalpur,Common,2172
2025-06-09,Jagdalpur,Common,2153
2025-06-10,Jagdalpur,Common,2135
2025-06-11,Jagdalpur,Common,2138
2025-06-12,Jagdalpur,Common,2122
2025-06-13,Jagdalpur,Common,2148
2025-06-14,Jagdalpur,Common,2151
2025-06-15,Jagdalpur,Common,2135
2025-06-16,Jagdalpur,Common,2126
2025-06-17,Jagdalpur,Common,2126
2025-06-18,Jagdalpur,Common,2132
2025-06-19,Jagdalpur,Common,2142
2025-06-20,Jagdalpur,Common,2126
2025-06-21,Jagdalpur,Common,2132
2025-06-22,Jagdalpur,Common,2121
2025-06-23,Jagdalpur,Common,2121
2025-06-24,Jagdalpur,Common,2154
2025-06-25,Jagdalpur,Common,2195
2025-06-26,Jagdalpur,Common,2163
2025-06-27,Jagdalpur,Common,2157
2025-06-28,Jagdalpur,Common,2156
2025-06-29,Jagdalpur,Common,2151
2025-06-30,Jagdalpur,Common,2176
2025-07-01,Jagdalpur,Common,2199
2025-07-02,Jagdalpur,Common,2200
2025-07-03,Jagdalpur,Common,2188
2025-07-04,Jagdalpur,Common,2199
2025-07-05,Jagdalpur,Common,2231
2025-07-06,Jagdalpur,Common,2223
2025-07-07,Jagdalpur,Common,2217
2025-07-08,Jagdalpur,Common,2218
2025-07-09,Jagdalpur,Common,2220
2025-07-10,Jagdalpur,Common,2186
2025-07-11,Jagdalpur,Common,2181
2025-07-12,Jagdalpur,Common,2160
2025-07-13,Jagdalpur,Common,2168
2025-07-14,Jagdalpur,Common,2159
2025-07-15,Jagdalpur,Common,2145
2025-07-16,Jagdalpur,Common,2118
2025-07-17,Jagdalpur,Common,2129
2025-07-18,Jagdalpur,Common,2148
2025-07-19,Jagdalpur,Common,2166
2025-07-20,Jagdalpur,Common,2170
2025-07-21,Jagdalpur,Common,2189
2025-07-22,Jagdalpur,Common,2204
2025-07-23,Jagdalpur,Common,2206
2025-07-24,Jagdalpur,Common,2212
2025-07-25,Jagdalpur,Common,2225
2025-07-26,Jagdalpur,Common,2225
2025-07-27,Jagdalpur,Common,2231
2025-07-28,Jagdalpur,Common,2219
2025-07-29,Jagdalpur,Common,2210
2025-07-30,Jagdalpur,Common,2209
2025-07-31,Jagdalpur,Common,2202
2025-08-01,Jagdalpur,Common,2218
2025-08-02,Jagdalpur,Common,2213
2025-08-03,Jagdalpur,Common,2229
2025-08-04,Jagdalpur,Common,2226
2025-08-05,Jagdalpur,Common,2217
2025-08-06,Jagdalpur,Common,2233
2025-08-07,Jagdalpur,Common,2235
2025-08-08,Jagdalpur,Common,2260
2025-08-09,Jagdalpur,Common,2240
2025-08-10,Jagdalpur,Common,2225
2025-08-11,Jagdalpur,Common,2203
2025-08-12,Jagdalpur,Common,2192
2025-08-13,Jagdalpur,Common,2182
2025-08-14,Jagdalpur,Common,2192
2025-08-15,Jagdalpur,Common,2215
2025-08-16,Jagdalpur,Common,2206
2025-08-17,Jagdalpur,Common,2211
2025-08-18,Jagdalpur,Common,2204
2025-08-19,Jagdalpur,Common,2209
2025-08-20,Jagdalpur,Common,2245
2025-08-21,Jagdalpur,Common,2253
2025-08-22,Jagdalpur,Common,2252
2025-08-23,Jagdalpur,Common,2244
2025-08-24,Jagdalpur,Common,2245
2025-08-25,Jagdalpur,Common,2231
2025-08-26,Jagdalpur,Common,2245
2025-08-27,Jagdalpur,Common,2235
2025-08-28,Jagdalpur,Common,2243
2025-08-29,Jagdalpur,Common,2249
2025-08-30,Jagdalpur,Common,2247
2025-08-31,Jagdalpur,Common,2281
2025-09-01,Jagdalpur,Common,2280
2025-09-02,Jagdalpur,Common,2274
2025-09-03,Jagdalpur,Common,2265
2025-09-04,Jagdalpur,Common,2254
2025-09-05,Jagdalpur,Common,2246
2025-09-06,Jagdalpur,Common,2239
2025-09-07,Jagdalpur,Common,2219
2025-09-08,Jagdalpur,Common,2199
2025-09-09,Jagdalpur,Common,2213
2025-09-10,Jagdalpur,Common,2242
2025-09-11,Jagdalpur,Common,2236
2025-09-12,Jagdalpur,Common,2256
2025-09-13,Jagdalpur,Common,2261
2025-09-14,Jagdalpur,Common,2286
2025-09-15,Jagdalpur,Common,2283
2025-09-16,Jagdalpur,Common,2314
2025-09-17,Jagdalpur,Common,2308
2025-09-18,Jagdalpur,Common,2286
2025-09-19,Jagdalpur,Common,2294
2025-09-20,Jagdalpur,Common,2274
2025-09-21,Jagdalpur,Common,2277
2025-09-22,Jagdalpur,Common,2273
2025-09-23,Jagdalpur,Common,2272
2025-09-24,Jagdalpur,Common,2287
2025-09-25,Jagdalpur,Common,2298
2025-09-26,Jagdalpur,Common,2305
2025-09-27,Jagdalpur,Common,2322
2025-09-28,Jagdalpur,Common,2334
2025-09-29,Jagdalpur,Common,2347
2025-09-30,Jagdalpur,Common,2364
2025-10-01,Jagdalpur,Common,2357
2025-10-02,Jagdalpur,Common,2350
2025-10-03,Jagdalpur,Common,2319
2025-10-04,Jagdalpur,Common,2316
2025-10-05,Jagdalpur,Common,2353
2025-10-06,Jagdalpur,Common,2367
2025-10-07,Jagdalpur,Common,2377
2025-10-08,Jagdalpur,Common,2389
2025-10-09,Jagdalpur,Common,2371
2025-10-10,Jagdalpur,Common,2370
2025-10-11,Jagdalpur,Common,2354
2025-10-12,Jagdalpur,Common,2365
2025-10-13,Jagdalpur,Common,2377
2025-10-14,Jagdalpur,Common,2356
2025-10-15,Jagdalpur,Common,2367
2025-10-16,Jagdalpur,Common,2340
2025-10-17,Jagdalpur,Common,2343
2025-10-18,Jagdalpur,Common,2346
2025-10-19,Jagdalpur,Common,2354
2025-10-20,Jagdalpur,Common,2346
2025-10-21,Jagdalpur,Common,2345
2025-10-22,Jagdalpur,Common,2360
2025-10-23,Jagdalpur,Common,2354
2025-10-24,Jagdalpur,Common,2338
2025-10-25,Jagdalpur,Common,2363
2025-10-26,Jagdalpur,Common,2384
2025-10-27,Jagdalpur,Common,2392
2025-10-28,Jagdalpur,Common,2359
2025-10-29,Jagdalpur,Common,2366
2025-10-30,Jagdalpur,Common,2389
2025-10-31,Jagdalpur,Common,2396
2025-11-01,Jagdalpur,Common,2395
2025-11-02,Jagdalpur,Common,2405
2025-11-03,Jagdalpur,Common,2404
2025-11-04,Jagdalpur,Common,2417
2025-11-05,Jagdalpur,Common,2399
2025-11-06,Jagdalpur,Common,2383
2025-11-07,Jagdalpur,Common,2381
2025-11-08,Jagdalpur,Common,2396
2025-11-09,Jagdalpur,Common,2404
2025-11-10,Jagdalpur,Common,2386
2025-11-11,Jagdalpur,Common,2398
2025-11-12,Jagdalpur,Common,2382
2025-11-13,Jagdalpur,Common,2376
2025-11-14,Jagdalpur,Common,2354
2025-11-15,Jagdalpur,Common,2347
2025-11-16,Jagdalpur,Common,2368
2025-11-17,Jagdalpur,Common,2369
2025-11-18,Jagdalpur,Common,2356
2025-11-19,Jagdalpur,Common,2338
2025-11-20,Jagdalpur,Common,2312
2025-11-21,Jagdalpur,Common,2316
2025-11-22,Jagdalpur,Common,2305
2025-11-23,Jagdalpur,Common,2287
2025-11-24,Jagdalpur,Common,2296
2025-11-25,Jagdalpur,Common,2278
2025-11-26,Jagdalpur,Common,2283
2025-11-27,Jagdalpur,Common,2283
2025-11-28,Jagdalpur,Common,2303
2025-11-29,Jagdalpur,Common,2313
2025-11-30,Jagdalpur,Common,2313
2025-12-01,Jagdalpur,Common,2314
2025-12-02,Jagdalpur,Common,2323
2025-12-03,Jagdalpur,Common,2319
2025-12-04,Jagdalpur,Common,2338
2025-12-05,Jagdalpur,Common,2339
2025-12-06,Jagdalpur,Common,2308
2025-12-07,Jagdalpur,Common,2303
2025-12-08,Jagdalpur,Common,2316
2025-12-09,Jagdalpur,Common,2320
2025-12-10,Jagdalpur,Common,2371
2025-12-11,Jagdalpur,Common,2372
2025-12-12,Jagdalpur,Common,2379
2025-12-13,Jagdalpur,Common,2352
2025-12-14,Jagdalpur,Common,2379
2025-12-15,Jagdalpur,Common,2374
2025-12-16,Jagdalpur,Common,2374
2025-12-17,Jagdalpur,Common,2401
2025-12-18,Jagdalpur,Common,2391
2025-12-19,Jagdalpur,Common,2387
2025-12-20,Jagdalpur,Common,2395
2025-12-21,Jagdalpur,Common,2389
2025-12-22,Jagdalpur,Common,2384
2025-12-23,Jagdalpur,Common,2400
2025-12-24,Jagdalpur,Common,2415
2025-12-25,Jagdalpur,Common,2435
2025-12-26,Jagdalpur,Common,2459
2025-12-27,Jagdalpur,Common,2450
2025-12-28,Jagdalpur,Common,2478
2025-12-29,Jagdalpur,Common,2448
2025-12-30,Jagdalpur,Common,2465
2025-12-31,Jagdalpur,Common,2462
2022-01-01,Jagdalpur,Grade A,2476
2022-01-02,Jagdalpur,Grade A,2482
2022-01-03,Jagdalpur,Grade A,2483
2022-01-04,Jagdalpur,Grade A,2498
2022-01-05,Jagdalpur,Grade A,2492
2022-01-06,Jagdalpur,Grade A,2474
2022-01-07,Jagdalpur,Grade A,2469
2022-01-08,Jagdalpur,Grade A,2471
2022-01-09,Jagdalpur,Grade A,2471
2022-01-10,Jagdalpur,Grade A,2442
2022-01-11,Jagdalpur,Grade A,2434
2022-01-12,Jagdalpur,Grade A,2444
2022-01-13,Jagdalpur,Grade A,2434
2022-01-14,Jagdalpur,Grade A,2442
2022-01-15,Jagdalpur,Grade A,2413
2022-01-16,Jagdalpur,Grade A,2428
2022-01-17,Jagdalpur,Grade A,2426
2022-01-18,Jagdalpur,Grade A,2420
2022-01-19,Jagdalpur,Grade A,2440
2022-01-20,Jagdalpur,Grade A,2443
2022-01-21,Jagdalpur,Grade A,2460
2022-01-22,Jagdalpur,Grade A,2460
2022-01-23,Jagdalpur,Grade A,2447
2022-01-24,Jagdalpur,Grade A,2463
2022-01-25,Jagdalpur,Grade A,2465
2022-01-26,Jagdalpur,Grade A,2453
2022-01-27,Jagdalpur,Grade A,2447
2022-01-28,Jagdalpur,Grade A,2425
2022-01-29,Jagdalpur,Grade A,2433
2022-01-30,Jagdalpur,Grade A,2433
2022-01-31,Jagdalpur,Grade A,2432
2022-02-01,Jagdalpur,Grade A,2434
2022-02-02,Jagdalpur,Grade A,2423
2022-02-03,Jagdalpur,Grade A,2416
2022-02-04,Jagdalpur,Grade A,2426
2022-02-05,Jagdalpur,Grade A,2420
2022-02-06,Jagdalpur,Grade A,2426
2022-02-07,Jagdalpur,Grade A,2427
2022-02-08,Jagdalpur,Grade A,2436
2022-02-09,Jagdalpur,Grade A,2431
2022-02-10,Jagdalpur,Grade A,2418
2022-02-11,Jagdalpur,Grade A,2442
2022-02-12,Jagdalpur,Grade A,2456
2022-02-13,Jagdalpur,Grade A,2466
2022-02-14,Jagdalpur,Grade A,2447
2022-02-15,Jagdalpur,Grade A,2459
2022-02-16,Jagdalpur,Grade A,2459
2022-02-17,Jagdalpur,Grade A,2461
2022-02-18,Jagdalpur,Grade A,2440
2022-02-19,Jagdalpur,Grade A,2436
2022-02-20,Jagdalpur,Grade A,2449
2022-02-21,Jagdalpur,Grade A,2457
2022-02-22,Jagdalpur,Grade A,2466
2022-02-23,Jagdalpur,Grade A,2473
2022-02-24,Jagdalpur,Grade A,2469
2022-02-25,Jagdalpur,Grade A,2443
2022-02-26,Jagdalpur,Grade A,2455
2022-02-27,Jagdalpur,Grade A,2444
2022-02-28,Jagdalpur,Grade A,2449
2022-03-01,Jagdalpur,Grade A,2422
2022-03-02,Jagdalpur,Grade A,2425
2022-03-03,Jagdalpur,Grade A,2422
2022-03-04,Jagdalpur,Grade A,2398
2022-03-05,Jagdalpur,Grade A,2410
2022-03-06,Jagdalpur,Grade A,2423
2022-03-07,Jagdalpur,Grade A,2401
2022-03-08,Jagdalpur,Grade A,2379
2022-03-09,Jagdalpur,Grade A,2365
2022-03-10,Jagdalpur,Grade A,2378
2022-03-11,Jagdalpur,Grade A,2377
2022-03-12,Jagdalpur,Grade A,2390
2022-03-13,Jagdalpur,Grade A,2412
2022-03-14,Jagdalpur,Grade A,2424
2022-03-15,Jagdalpur,Grade A,2403
2022-03-16,Jagdalpur,Grade A,2400
2022-03-17,Jagdalpur,Grade A,2395
2022-03-18,Jagdalpur,Grade A,2390
2022-03-19,Jagdalpur,Grade A,2380
2022-03-20,Jagdalpur,Grade A,2387
2022-03-21,Jagdalpur,Grade A,2372
2022-03-22,Jagdalpur,Grade A,2365
2022-03-23,Jagdalpur,Grade A,2364
2022-03-24,Jagdalpur,Grade A,2358
2022-03-25,Jagdalpur,Grade A,2372
2022-03-26,Jagdalpur,Grade A,2346
2022-03-27,Jagdalpur,Grade A,2330
2022-03-28,Jagdalpur,Grade A,2353
2022-03-29,Jagdalpur,Grade A,2350
2022-03-30,Jagdalpur,Grade A,2350
2022-03-31,Jagdalpur,Grade A,2352
2022-04-01,Jagdalpur,Grade A,2330
2022-04-02,Jagdalpur,Grade A,2343
2022-04-03,Jagdalpur,Grade A,2338
2022-04-04,Jagdalpur,Grade A,2320
2022-04-05,Jagdalpur,Grade A,2314
2022-04-06,Jagdalpur,Grade A,2311
2022-04-07,Jagdalpur,Grade A,2325
2022-04-08,Jagdalpur,Grade A,2324
2022-04-09,Jagdalpur,Grade A,2321
2022-04-10,Jagdalpur,Grade A,2320
2022-04-11,Jagdalpur,Grade A,2290
2022-04-12,Jagdalpur,Grade A,2290
2022-04-13,Jagdalpur,Grade A,2298
2022-04-14,Jagdalpur,Grade A,2264
2022-04-15,Jagdalpur,Grade A,2287
2022-04-16,Jagdalpur,Grade A,2271
2022-04-17,Jagdalpur,Grade A,2285
2022-04-18,Jagdalpur,Grade A,2298
2022-04-19,Jagdalpur,Grade A,2275
2022-04-20,Jagdalpur,Grade A,2267
2022-04-21,Jagdalpur,Grade A,2269
2022-04-22,Jagdalpur,Grade A,2301
2022-04-23,Jagdalpur,Grade A,2299
2022-04-24,Jagdalpur,Grade A,2303
2022-04-25,Jagdalpur,Grade A,2309
2022-04-26,Jagdalpur,Grade A,2293
2022-04-27,Jagdalpur,Grade A,2269
2022-04-28,Jagdalpur,Grade A,2245
2022-04-29,Jagdalpur,Grade A,2235
2022-04-30,Jagdalpur,Grade A,2252
2022-05-01,Jagdalpur,Grade A,2232
2022-05-02,Jagdalpur,Grade A,2263
2022-05-03,Jagdalpur,Grade A,2261
2022-05-04,Jagdalpur,Grade A,2242
2022-05-05,Jagdalpur,Grade A,2221
2022-05-06,Jagdalpur,Grade A,2221
2022-05-07,Jagdalpur,Grade A,2226
2022-05-08,Jagdalpur,Grade A,2200
2022-05-09,Jagdalpur,Grade A,2193
2022-05-10,Jagdalpur,Grade A,2226
2022-05-11,Jagdalpur,Grade A,2223
2022-05-12,Jagdalpur,Grade A,2207
2022-05-13,Jagdalpur,Grade A,2241
2022-05-14,Jagdalpur,Grade A,2253
2022-05-15,Jagdalpur,Grade A,2246
2022-05-16,Jagdalpur,Grade A,2266
2022-05-17,Jagdalpur,Grade A,2278
2022-05-18,Jagdalpur,Grade A,2300
2022-05-19,Jagdalpur,Grade A,2282
2022-05-20,Jagdalpur,Grade A,2259
2022-05-21,Jagdalpur,Grade A,2279
2022-05-22,Jagdalpur,Grade A,2289
2022-05-23,Jagdalpur,Grade A,2267
2022-05-24,Jagdalpur,Grade A,2254
2022-05-25,Jagdalpur,Grade A,2262
2022-05-26,Jagdalpur,Grade A,2264
2022-05-27,Jagdalpur,Grade A,2248
2022-05-28,Jagdalpur,Grade A,2249
2022-05-29,Jagdalpur,Grade A,2276
2022-05-30,Jagdalpur,Grade A,2302
2022-05-31,Jagdalpur,Grade A,2301
2022-06-01,Jagdalpur,Grade A,2305
2022-06-02,Jagdalpur,Grade A,2276
2022-06-03,Jagdalpur,Grade A,2277
2022-06-04,Jagdalpur,Grade A,2267
2022-06-05,Jagdalpur,Grade A,2279
2022-06-06,Jagdalpur,Grade A,2276
2022-06-07,Jagdalpur,Grade A,2293
2022-06-08,Jagdalpur,Grade A,2300
2022-06-09,Jagdalpur,Grade A,2299
2022-06-10,Jagdalpur,Grade A,2322
2022-06-11,Jagdalpur,Grade A,2336
2022-06-12,Jagdalpur,Grade A,2339
2022-06-13,Jagdalpur,Grade A,2347
2022-06-14,Jagdalpur,Grade A,2334
2022-06-15,Jagdalpur,Grade A,2298
2022-06-16,Jagdalpur,Grade A,2296
2022-06-17,Jagdalpur,Grade A,2301
2022-06-18,Jagdalpur,Grade A,2303
2022-06-19,Jagdalpur,Grade A,2304
2022-06-20,Jagdalpur,Grade A,2275
2022-06-21,Jagdalpur,Grade A,2286
2022-06-22,Jagdalpur,Grade A,2314
2022-06-23,Jagdalpur,Grade A,2292
2022-06-24,Jagdalpur,Grade A,2254
2022-06-25,Jagdalpur,Grade A,2247
2022-06-26,Jagdalpur,Grade A,2283
2022-06-27,Jagdalpur,Grade A,2301
2022-06-28,Jagdalpur,Grade A,2297
2022-06-29,Jagdalpur,Grade A,2305
2022-06-30,Jagdalpur,Grade A,2303
2022-07-01,Jagdalpur,Grade A,2312
2022-07-02,Jagdalpur,Grade A,2316
2022-07-03,Jagdalpur,Grade A,2327
2022-07-04,Jagdalpur,Grade A,2294
2022-07-05,Jagdalpur,Grade A,2278
2022-07-06,Jagdalpur,Grade A,2251
2022-07-07,Jagdalpur,Grade A,2273
2022-07-08,Jagdalpur,Grade A,2285
2022-07-09,Jagdalpur,Grade A,2311
2022-07-10,Jagdalpur,Grade A,2301
2022-07-11,Jagdalpur,Grade A,2281
2022-07-12,Jagdalpur,Grade A,2289
2022-07-13,Jagdalpur,Grade A,2283
2022-07-14,Jagdalpur,Grade A,2291
2022-07-15,Jagdalpur,Grade A,2288
2022-07-16,Jagdalpur,Grade A,2271
2022-07-17,Jagdalpur,Grade A,2283
2022-07-18,Jagdalpur,Grade A,2258
2022-07-19,Jagdalpur,Grade A,2250
2022-07-20,Jagdalpur,Grade A,2267
2022-07-21,Jagdalpur,Grade A,2291
2022-07-22,Jagdalpur,Grade A,2291
2022-07-23,Jagdalpur,Grade A,2290
2022-07-24,Jagdalpur,Grade A,2281
2022-07-25,Jagdalpur,Grade A,2271
2022-07-26,Jagdalpur,Grade A,2291
2022-07-27,Jagdalpur,Grade A,2276
2022-07-28,Jagdalpur,Grade A,2276
2022-07-29,Jagdalpur,Grade A,2275
2022-07-30,Jagdalpur,Grade A,2270
2022-07-31,Jagdalpur,Grade A,2264
2022-08-01,Jagdalpur,Grade A,2268
2022-08-02,Jagdalpur,Grade A,2285
2022-08-03,Jagdalpur,Grade A,2278
2022-08-04,Jagdalpur,Grade A,2255
2022-08-05,Jagdalpur,Grade A,2278
2022-08-06,Jagdalpur,Grade A,2296
2022-08-07,Jagdalpur,Grade A,2307
2022-08-08,Jagdalpur,Grade A,2313
2022-08-09,Jagdalpur,Grade A,2288
2022-08-10,Jagdalpur,Grade A,2285
2022-08-11,Jagdalpur,Grade A,2297
2022-08-12,Jagdalpur,Grade A,2299
2022-08-13,Jagdalpur,Grade A,2285
2022-08-14,Jagdalpur,Grade A,2286
2022-08-15,Jagdalpur,Grade A,2281
2022-08-16,Jagdalpur,Grade A,2274
2022-08-17,Jagdalpur,Grade A,2289
2022-08-18,Jagdalpur,Grade A,2294
2022-08-19,Jagdalpur,Grade A,2282
2022-08-20,Jagdalpur,Grade A,2280
2022-08-21,Jagdalpur,Grade A,2273
2022-08-22,Jagdalpur,Grade A,2271
2022-08-23,Jagdalpur,Grade A,2282
2022-08-24,Jagdalpur,Grade A,2288
2022-08-25,Jagdalpur,Grade A,2301
2022-08-26,Jagdalpur,Grade A,2289
2022-08-27,Jagdalpur,Grade A,2288
2022-08-28,Jagdalpur,Grade A,2303
2022-08-29,Jagdalpur,Grade A,2319
2022-08-30,Jagdalpur,Grade A,2311
2022-08-31,Jagdalpur,Grade A,2292
2022-09-01,Jagdalpur,Grade A,2291
2022-09-02,Jagdalpur,Grade A,2278
2022-09-03,Jagdalpur,Grade A,2275
2022-09-04,Jagdalpur,Grade A,2276
2022-09-05,Jagdalpur,Grade A,2288
2022-09-06,Jagdalpur,Grade A,2299
2022-09-07,Jagdalpur,Grade A,2313
2022-09-08,Jagdalpur,Grade A,2307
2022-09-09,Jagdalpur,Grade A,2295
2022-09-10,Jagdalpur,Grade A,2318
2022-09-11,Jagdalpur,Grade A,2335
2022-09-12,Jagdalpur,Grade A,2323
2022-09-13,Jagdalpur,Grade A,2311
2022-09-14,Jagdalpur,Grade A,2315
2022-09-15,Jagdalpur,Grade A,2337
2022-09-16,Jagdalpur,Grade A,2343
2022-09-17,Jagdalpur,Grade A,2351
2022-09-18,Jagdalpur,Grade A,2343
2022-09-19,Jagdalpur,Grade A,2364
2022-09-20,Jagdalpur,Grade A,2365
2022-09-21,Jagdalpur,Grade A,2378
2022-09-22,Jagdalpur,Grade A,2369
2022-09-23,Jagdalpur,Grade A,2396
2022-09-24,Jagdalpur,Grade A,2402
2022-09-25,Jagdalpur,Grade A,2406
2022-09-26,Jagdalpur,Grade A,2401
2022-09-27,Jagdalpur,Grade A,2423
2022-09-28,Jagdalpur,Grade A,2446
2022-09-29,Jagdalpur,Grade A,2436
2022-09-30,Jagdalpur,Grade A,2418
2022-10-01,Jagdalpur,Grade A,2423
2022-10-02,Jagdalpur,Grade A,2456
2022-10-03,Jagdalpur,Grade A,2438
2022-10-04,Jagdalpur,Grade A,2445
2022-10-05,Jagdalpur,Grade A,2464
2022-10-06,Jagdalpur,Grade A,2470
2022-10-07,Jagdalpur,Grade A,2464
2022-10-08,Jagdalpur,Grade A,2442
2022-10-09,Jagdalpur,Grade A,2431
2022-10-10,Jagdalpur,Grade A,2425
2022-10-11,Jagdalpur,Grade A,2411
2022-10-12,Jagdalpur,Grade A,2405
2022-10-13,Jagdalpur,Grade A,2404
2022-10-14,Jagdalpur,Grade A,2425
2022-10-15,Jagdalpur,Grade A,2439
2022-10-16,Jagdalpur,Grade A,2465
2022-10-17,Jagdalpur,Grade A,2499
2022-10-18,Jagdalpur,Grade A,2481
2022-10-19,Jagdalpur,Grade A,2498
2022-10-20,Jagdalpur,Grade A,2515
2022-10-21,Jagdalpur,Grade A,2504
2022-10-22,Jagdalpur,Grade A,2491
2022-10-23,Jagdalpur,Grade A,2489
2022-10-24,Jagdalpur,Grade A,2518
2022-10-25,Jagdalpur,Grade A,2467
2022-10-26,Jagdalpur,Grade A,2448
2022-10-27,Jagdalpur,Grade A,2453
2022-10-28,Jagdalpur,Grade A,2467
2022-10-29,Jagdalpur,Grade A,2462
2022-10-30,Jagdalpur,Grade A,2458
2022-10-31,Jagdalpur,Grade A,2453
2022-11-01,Jagdalpur,Grade A,2483
2022-11-02,Jagdalpur,Grade A,2493
2022-11-03,Jagdalpur,Grade A,2499
2022-11-04,Jagdalpur,Grade A,2487
2022-11-05,Jagdalpur,Grade A,2492
2022-11-06,Jagdalpur,Grade A,2507
2022-11-07,Jagdalpur,Grade A,2511
2022-11-08,Jagdalpur,Grade A,2510
2022-11-09,Jagdalpur,Grade A,2502
2022-11-10,Jagdalpur,Grade A,2487
2022-11-11,Jagdalpur,Grade A,2463
2022-11-12,Jagdalpur,Grade A,2428
2022-11-13,Jagdalpur,Grade A,2441
2022-11-14,Jagdalpur,Grade A,2459
2022-11-15,Jagdalpur,Grade A,2464
2022-11-16,Jagdalpur,Grade A,2460
2022-11-17,Jagdalpur,Grade A,2472
2022-11-18,Jagdalpur,Grade A,2464
2022-11-19,Jagdalpur,Grade A,2467
2022-11-20,Jagdalpur,Grade A,2468
2022-11-21,Jagdalpur,Grade A,2476
2022-11-22,Jagdalpur,Grade A,2475
2022-11-23,Jagdalpur,Grade A,2452
2022-11-24,Jagdalpur,Grade A,2451
2022-11-25,Jagdalpur,Grade A,2475
2022-11-26,Jagdalpur,Grade A,2472
2022-11-27,Jagdalpur,Grade A,2471
2022-11-28,Jagdalpur,Grade A,2471
2022-11-29,Jagdalpur,Grade A,2461
2022-11-30,Jagdalpur,Grade A,2476
2022-12-01,Jagdalpur,Grade A,2499
2022-12-02,Jagdalpur,Grade A,2522
2022-12-03,Jagdalpur,Grade A,2552
2022-12-04,Jagdalpur,Grade A,2541
2022-12-05,Jagdalpur,Grade A,2526
2022-12-06,Jagdalpur,Grade A,2527
2022-12-07,Jagdalpur,Grade A,2523
2022-12-08,Jagdalpur,Grade A,2547
2022-12-09,Jagdalpur,Grade A,2540
2022-12-10,Jagdalpur,Grade A,2520
2022-12-11,Jagdalpur,Grade A,2502
2022-12-12,Jagdalpur,Grade A,2525
2022-12-13,Jagdalpur,Grade A,2535
2022-12-14,Jagdalpur,Grade A,2517
2022-12-15,Jagdalpur,Grade A,2545
2022-12-16,Jagdalpur,Grade A,2545
2022-12-17,Jagdalpur,Grade A,2535
2022-12-18,Jagdalpur,Grade A,2568
2022-12-19,Jagdalpur,Grade A,2588
2022-12-20,Jagdalpur,Grade A,2556
2022-12-21,Jagdalpur,Grade A,2567
2022-12-22,Jagdalpur,Grade A,2585
2022-12-23,Jagdalpur,Grade A,2571
2022-12-24,Jagdalpur,Grade A,2570
2022-12-25,Jagdalpur,Grade A,2551
2022-12-26,Jagdalpur,Grade A,2537
2022-12-27,Jagdalpur,Grade A,2543
2022-12-28,Jagdalpur,Grade A,2530
2022-12-29,Jagdalpur,Grade A,2524
2022-12-30,Jagdalpur,Grade A,2540
2022-12-31,Jagdalpur,Grade A,2544
2023-01-01,Jagdalpur,Grade A,2534
2023-01-02,Jagdalpur,Grade A,2524
2023-01-03,Jagdalpur,Grade A,2516
2023-01-04,Jagdalpur,Grade A,2521
2023-01-05,Jagdalpur,Grade A,2504
2023-01-06,Jagdalpur,Grade A,2527
2023-01-07,Jagdalpur,Grade A,2525
2023-01-08,Jagdalpur,Grade A,2528
2023-01-09,Jagdalpur,Grade A,2511
2023-01-10,Jagdalpur,Grade A,2504
2023-01-11,Jagdalpur,Grade A,2522
2023-01-12,Jagdalpur,Grade A,2526
2023-01-13,Jagdalpur,Grade A,2510
